"GL Year","Town Code","Town Name","100 Residential ","200 Commercial","250 Income and Expense Penalties","300 Industrial","400 Public Utility ","500 Vacant Land","600 Land Use","700 Ten Mill Land","800 Apartment","Total Real Property","Exemptions","Net Real Property","Motor Vehicle","Motor Vehicle Exemption","Total Net Motor Vehicle","Personal Property","Personal Property Exemptions","Net Personal Property ","Total Net Grand List"
"2016","150","Washington","954,242,450","49,256,670",,"249,750","0","54,933,320","1,066,350","0","1,491,160","1,061,239,700","797,250","1,060,442,450","41,925,450","957,180","40,968,270","24,035,101","772,000","23,263,101","1,124,673,821"
"2015","150","Washington","940,002,510","49,051,670",,"249,750","0","57,262,620","1,103,370","0","1,425,640","1,049,095,560","810,750","1,048,284,810","41,038,070","946,500","40,091,570","23,445,172","563,660","22,881,512","1,111,257,892"
"2014","150","Washington","929,494,620","49,024,950",,"249,750","0","60,132,740","1,096,770","0","1,461,080","1,041,459,910","878,250","1,040,581,660","40,297,325","817,070","39,480,255","16,616,189","513,380","16,102,809","1,096,164,724"
"2013","150","Washington","810,203,990","44,384,870",,"370,500","0","52,996,560","131,151,520","0","0","1,039,107,440","910,070","1,038,197,370","37,919,310","756,167","37,163,143","19,961,650","512,380","19,449,270","1,094,809,783"
"2012","150","Washington","935,511,980","47,957,880",,"809,960","0","71,887,780","143,528,570","0","0","1,199,696,170","920,420","1,198,775,750","37,054,470","198,729","36,855,741","19,694,350","530,620","19,163,730",
"2011","150","Washington","939,998,740","49,455,260",,"809,960",,"75,170,600","134,266,870",,,"1,199,701,430","931,730","1,198,769,700","38,048,970","264,890","37,784,080","18,844,530","530,050","18,314,480","1,254,868,260"
"2024","151","Waterbury","3,547,350,068","1,259,814,501","0","125,084,430","59,650,610","1,480,080","157,710","0","518,188,610","5,511,726,009","542,143,813","4,969,582,196","591,334,770","2,715,680","588,619,090","856,278,863","218,694,328","637,584,535","6,195,785,821"
"2023","151","Waterbury","3,538,611,390","1,266,020,708","0","129,324,980","59,652,850","1,480,080","169,020","0","519,133,150","5,514,392,178","1,050,791,275","4,463,600,903","668,845,233","6,817,817","662,027,416","790,529,569","221,915,290","568,614,279","5,694,242,598"
"2022","151","Waterbury","3,536,011,650","1,299,867,933","0","129,144,720","59,650,610","1,469,930","157,190","0","517,557,250","5,543,859,283","1,587,514,101","3,956,345,182","697,510,441","6,081,234","691,429,207","766,805,669","210,613,506","556,192,163","5,203,966,552"
"2021","151","Waterbury","2,049,875,680","1,068,403,390","15,041,917","80,027,860","54,134,110","1,210,170","106,400","0","267,900,564","3,521,658,174","112,013,317","3,409,644,857","648,907,015","6,498,872","642,408,143","721,795,552","214,310,000","507,485,552","4,559,538,552"
"2020","151","Waterbury","2,046,143,560","1,081,283,766","19027002","77,877,080","54,341,270","732,130","131,820","0","265,487,564","3,525,997,190","109,469,177","3,416,528,013","493,301,513","4,641,159","488,660,354","756,204,172","228,244,108","527,960,064","4,433,148,431"
"2019","151","Waterbury","2,041,964,380","1,073,122,906","9337680","78,538,440","53,707,070","700,660","131,820","0","265,980,834","3,514,146,110","22,749,119","3,491,396,991","473,377,331","5,799,490","467,577,841","732,683,094","225,945,058","506,738,036","4,465,712,868"
"2018","151","Waterbury","2,041,792,410","1,067,456,886",,"78,321,580","53,842,660","666,480","131,820","0","276,056,684","3,518,268,520","113,534,896","3,404,733,624","457,668,219","5,155,234","452,512,985","709,398,730","230,839,130","478,559,600","4,335,806,209"
"2017","151","Waterbury","2,038,569,820","1,055,638,770",,"79,818,250","53,780,660","682,230","131,820","0","279,778,504","3,508,400,054","117,177,226","3,391,222,828","454,513,378","6,484,131","448,029,247","665,692,179","233,128,972","432,563,207","4,271,815,282"
"2016","151","Waterbury","2,078,281,410","778,002,387",,"98,266,990","64,206,070","50,459,030","237,090","0","223,733,020","3,293,185,997","19,149,540","3,274,036,457","445,536,587","6,389,673","439,146,914","613,688,250","176,465,397","437,222,853","4,150,406,224"
"2015","151","Waterbury","2,077,064,250","779,593,300",,"98,732,080","64,231,350","49,970,740","237,090","0","222,545,350","3,292,374,160","20,690,250","3,271,683,910","415,600,208","7,975,766","407,624,442","656,741,200","242,268,083","414,473,117","4,093,781,469"
"2014","151","Waterbury","2,080,792,650","786,059,888",,"100,030,750","63,846,350","49,802,071","108,500","0","224,196,750","3,304,836,959","23,312,990","3,281,523,969","401,151,110","8,271,753","392,879,357","649,148,251","248,703,100","400,445,151","4,074,848,477"
"2013","151","Waterbury","2,079,860,026","818,512,011",,"102,068,294","63,843,493","51,526,121","228,510","0","210,155,244","3,326,193,699","29,771,800","3,296,421,899","401,207,837","8,076,614","393,131,223","462,341,078","140,372,310","321,968,768","4,011,521,890"
"2012","151","Waterbury","2,077,214,585","819,788,103",,"102,258,780","63,872,550","51,229,024","216,310","0","213,584,937","3,328,164,289","33,419,782","3,294,744,507","390,456,120","7,381,254","383,074,866","489,318,342","150,706,200","338,612,142",
"2011","151","Waterbury","3,087,092,204","1,006,976,732",,"128,829,660","85,966,230","72,861,160","185,100",,"270,363,147","4,652,274,233","45,597,245","4,606,676,988","389,413,188","7,113,771","382,299,417","482,922,738","164,097,570","318,825,168","5,307,801,573"
"2024","152","Waterford","1,995,549,040","936,967,365","0","56,178,545","0","49,645,750","1,580,750","0","38,099,590","3,078,021,040","43,841,121","3,034,179,919","200,350,275","2,197,601","198,152,674","1,241,871,230","32,822,212","1,209,049,018","4,441,381,611"
"2023","152","Waterford","1,978,219,430","1,184,851,130","2,803,780","66,678,760","0","49,362,240","1,601,700","0","33,888,020","3,314,601,280","34,955,736","3,279,645,544","224,867,187","3,524,330","221,342,857","1,045,998,760","26,291,847","1,019,706,913","4,520,695,314"
"2022","152","Waterford","1,971,935,100","1,182,815,290","2,802,916","66,670,190","0","49,670,320","1,621,690","0","20,090,490","3,292,803,080","35,090,456","3,257,712,624","229,628,711","3,289,258","226,339,453","1,076,414,740","29,186,376","1,047,228,364","4,531,280,441"
"2021","152","Waterford","1,471,835,970","818,830,843","4,282,251","50,210,211","0","39,671,361","1,129,290","0","14,694,600","2,396,372,275","35,523,496","2,360,848,779","217,651,283","3,483,910","214,167,373","957,974,160","24,837,593","933,136,567","3,508,152,719"
"2020","152","Waterford","1,459,061,040","807,953,153","0","51,126,180","0","39,476,150","1,138,010","0","14,694,600","2,373,449,133","35,863,496","2,337,585,637","172,797,105","2,345,950","170,451,155","907,920,210","28,783,816","879,136,394","3,387,173,186"
"2019","152","Waterford","1,446,295,300","810,602,393","0","50,902,540","0","39,861,321","1,139,520","0","10,837,980","2,359,639,054","36,257,846","2,323,381,208","161,228,498","2,215,850","159,012,648","875,070,820","26,507,719","848,563,101","3,330,956,957"
"2018","152","Waterford","1,437,579,840","819,188,484",,"50,695,680","0","43,919,910","1,119,270","0","9,120,780","2,361,623,964","35,774,508","2,325,849,456","156,473,430","1,406,910","155,066,520","843,989,110","24,391,491","819,597,619","3,300,513,595"
"2017","152","Waterford","1,435,860,200","817,364,350",,"50,680,930","0","45,625,110","1,129,300","0","6,366,510","2,357,026,400","36,228,182","2,320,798,218","155,806,846","1,421,940","154,384,906","834,617,150","19,505,781","815,111,369","3,290,294,493"
"2016","152","Waterford","1,415,914,880","814,279,300",,"48,527,360","0","47,595,140","694,340","0","5,877,600","2,332,888,620","36,883,451","2,296,005,169","152,335,450","1,254,580","151,080,870","814,972,698","22,996,539","791,976,159","3,239,062,198"
"2015","152","Waterford","1,410,364,710","804,522,570",,"48,382,270","0","47,342,330","699,690","0","5,877,600","2,317,189,170","37,248,270","2,279,940,900","150,220,460","2,092,930","148,127,530","791,659,370","25,863,628","765,795,742","3,193,864,172"
"2014","152","Waterford","1,405,336,390","802,947,990",,"47,676,580","0","54,253,800","690,850","0","5,877,600","2,316,783,210","44,611,705","2,272,171,505","149,335,170","1,425,280","147,909,890","760,927,280","22,676,953","738,250,327","3,158,331,722"
"2013","152","Waterford","1,400,081,420","809,219,740",,"47,001,730","0","46,826,730","686,380","0","5,877,600","2,309,693,600","36,264,055","2,273,429,545","149,082,170","2,298,960","146,783,210","803,516,710","26,307,537","777,209,173","3,197,421,928"
"2012","152","Waterford","1,395,358,720","803,916,270",,"47,355,230","0","50,317,150","814,480","0","5,877,600","2,303,639,450","36,578,135","2,267,061,315","146,816,980","1,666,270","145,150,710","789,997,680","29,137,937","760,859,743",
"2011","152","Waterford","1,855,440,250","867,560,480",,"62,488,650",,"38,216,610","480,190",,"11,332,340","2,835,518,520","37,139,220","2,798,379,300","148,735,962","1,486,410","147,249,552","799,237,600","32,231,365","767,006,235","3,712,635,087"
"2024","153","Watertown","1,844,066,540","184,685,010","0","139,968,570","179,760","18,847,790","1,519,940","0","17,577,170","2,206,844,780","9,860,205","2,196,984,575","246,717,290","2,721,580","243,995,710","222,213,180","68,883,830","153,329,350","2,594,309,635"
"2023","153","Watertown","1,834,713,660","186,537,962","0","140,351,450","179,760","19,217,770","1,548,920","0","17,291,227","2,199,840,749","6,098,705","2,193,742,044","267,949,901","7,785,450","260,164,451","212,299,760","68,920,592","143,379,168","2,597,285,663"
"2022","153","Watertown","1,289,380,490","127,975,528","5,355,125","105,998,932","1,460,490","20,675,850","925,860","0","11,401,200","1,557,818,350","5,447,750","1,552,370,600","279,836,442","8,933,161","270,903,281","203,752,240","69,967,272","133,784,968","1,957,058,849"
"2021","153","Watertown","1,283,111,380","129,108,908","4,662,315","104,770,802","1,461,390","21,206,060","1,005,220","0","10,190,900","1,550,854,660","6,512,310","1,544,342,350","262,162,974","8,127,430","254,035,544","192,167,186","61,947,695","130,219,491","1,928,597,385"
"2020","153","Watertown","1,277,144,250","126,432,662","0","103,778,490","1,461,390","20,880,720","1,002,450","0","11,401,200","1,542,101,162","6,486,810","1,535,614,352","209,228,353","1,833,260","207,395,093","193,340,590","73,037,620","120,302,970","1,863,312,415"
"2019","153","Watertown","1,271,105,470","124,111,420","0","103,329,950","1,464,790","23,004,420","998,100","0","11,353,540","1,535,367,690","6,790,700","1,528,576,990","194,238,407","3,265,597","190,972,810","192,447,170","69,640,966","122,806,204","1,842,356,004"
"2018","153","Watertown","1,280,793,940","128,718,600",,"104,236,000","3,015,920","0","1,167,620","0","12,710,900","1,530,642,980","6,885,450","1,523,757,530","192,987,261","2,197,198","190,790,063","184,274,760","66,952,412","117,322,348","1,831,869,941"
"2017","153","Watertown","1,245,429,640","117,318,790",,"100,003,300","2,375,420","0","839,700","0","11,668,200","1,477,635,050","7,262,500","1,470,372,550","185,667,816","1,128,291","184,539,525","170,203,180","59,111,965","111,091,215","1,766,003,290"
"2016","153","Watertown","1,241,986,940","117,520,890",,"100,210,400","2,375,420","0","752,690","0","11,668,200","1,474,514,540","7,344,700","1,467,169,840","188,640,783","1,118,604","187,522,179","167,052,647","54,200,775","112,851,872","1,767,543,891"
"2015","153","Watertown","1,238,190,740","117,521,690",,"100,108,200","2,375,420","0","760,900","0","11,668,200","1,470,625,150","7,402,450","1,463,222,700","184,139,505","1,393,407","182,746,098","150,306,691","51,453,949","98,852,742","1,744,821,540"
"2014","153","Watertown","1,233,016,450","117,066,910",,"103,344,180","1,401,710","0","447,950","0","12,152,800","1,467,430,000","7,429,250","1,460,000,750","181,952,992","1,419,712","180,533,280","146,938,037","50,447,399","96,490,638","1,737,024,668"
"2013","153","Watertown","1,228,692,830","114,809,210",,"104,825,380","1,401,710","0","451,400","0","12,152,800","1,462,333,330","7,494,572","1,454,838,758","177,658,336","1,331,495","176,326,841","133,468,930","46,446,292","87,022,638","1,718,188,237"
"2012","153","Watertown","1,464,051,060","117,088,360",,"108,679,530","1,529,430","0","537,650","0","11,345,000","1,703,231,030","7,539,500","1,695,691,530","173,905,252","1,220,792","172,684,460","129,667,375","40,456,220","89,211,155",
"2011","153","Watertown","1,457,412,560","117,656,910",,"108,424,730","1,342,630",,"598,480",,"11,623,700","1,697,059,010","7,866,232","1,689,192,778","171,770,378","1,284,136","170,486,242","133,229,876","51,327,618","81,902,258","1,941,581,278"
"2024","154","Westbrook","1,103,478,421","96,989,727","0","45,730,895","0","50,334,587","568,780","0","6,844,150","1,303,946,560","4,984,590","1,298,961,970","72,514,051","1,042,640","71,471,411","115,898,500","66,830,081","49,068,419","1,419,501,800"
"2023","154","Westbrook","1,098,314,316","96,160,597","0","45,720,405","0","51,928,037","568,780","0","6,844,150","1,299,536,285","4,071,190","1,295,465,095","83,925,767","1,383,550","82,542,217","114,391,670","63,768,780","50,622,890","1,428,630,202"
"2022","154","Westbrook","1,094,258,352","95,300,737","0","45,720,405","0","53,501,808","577,060","0","6,844,150","1,296,202,512","4,188,190","1,292,014,322","87,587,868","966,030","86,621,838","104,047,720","55,833,550","48,214,170","1,426,850,330"
"2021","154","Westbrook","1,087,431,140","95,938,607","0","45,720,405","0","56,230,573","8,930,600","0","6,826,490","1,301,077,815","3,864,180","1,297,213,635","82,700,510","1,589,340","81,111,170","104,687,765","57,265,190","47,422,575","1,425,747,380"
"2020","154","Westbrook","873,629,797","100,618,330","0","41,090,610","0","39,307,385","401,230","0","5,536,980","1,060,584,332","3,993,860","1,056,590,472","67,117,940","1,354,040","65,763,900","104,069,420","57,759,490","46,309,930","1,168,664,302"
"2019","154","Westbrook","872,788,081","100,677,830","0","39,256,860","0","38,884,825","442,300","0","5,536,980","1,057,586,876","4,161,860","1,053,425,016","63,411,671","1,174,075","62,237,596","101,243,340","54,396,688","46,846,652","1,162,509,264"
"2018","154","Westbrook","861,363,051","108,107,540",,"35,979,890","0","39,475,535","414,300","0","5,377,960","1,050,718,276","4,204,730","1,046,513,546","62,257,160","1,296,950","60,960,210","92,174,030","50,086,440","42,087,590","1,149,561,346"
"2017","154","Westbrook","859,449,364","108,090,940",,"32,781,720","0","39,787,515","414,300","0","5,377,960","1,045,901,799","4,331,240","1,041,570,559","59,284,070","1,213,190","58,070,880","87,690,770","46,612,379","41,078,391","1,140,719,830"
"2016","154","Westbrook","854,994,254","108,545,160",,"32,781,720","0","40,470,970","414,300","0","5,736,280","1,042,942,684","4,063,610","1,038,879,074","58,924,690","1,346,810","57,577,880","80,716,460","41,561,340","39,155,120","1,135,612,074"
"2015","154","Westbrook","885,340,949","109,742,430",,"34,510,730","0","40,262,818","318,080","0","6,089,720","1,076,264,727","4,161,530","1,072,103,197","56,568,876","751,530","55,817,346","79,292,420","39,880,163","39,412,257","1,167,332,800"
"2014","154","Westbrook","875,577,182","114,441,820",,"32,844,240","0","42,405,880","335,430","0","6,075,040","1,071,679,592","4,168,280","1,067,511,312","54,890,220","587,380","54,302,840","73,989,670","35,606,130","38,383,540","1,160,197,692"
"2013","154","Westbrook","868,049,148","112,957,830",,"30,079,120","0","43,872,380","336,380","0","6,021,150","1,061,316,008","4,161,020","1,057,154,988","54,650,903","741,940","53,908,963","67,749,440","31,761,170","35,988,270","1,147,052,221"
"2012","154","Westbrook","862,338,957","113,783,870",,"29,243,880","0","41,883,020","318,610","0","5,669,790","1,053,238,127","4,307,470","1,048,930,657","53,267,680","651,800","52,615,880","64,142,560","31,427,500","32,715,060",
"2011","154","Westbrook","860,832,400","109,118,020",,"26,825,410",,"42,979,680","315,360",,"5,669,790","1,045,740,660","4,429,200","1,041,311,460","53,828,622","781,190","53,047,432","58,035,360","27,991,701","30,043,659","1,124,402,551"
